Aboard,Total Death,Date,Fatalities,Flight #,Ground,Location - Split 1,Location - Split 2,Location - Split 3,Location,Number of Records,Operator,Registration,Route,Summary,Time,Type,cn/In
14,14,03-12-1928,14,,0,Brazil,,,Brazil,1,Syndicato Condor,P-BACA,,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastilimits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately.",30-12-1899 08:00:00,Dornier Wal,063
6,6,04-12-1928,6,,0,Rio de Janeiro,Brazil,,"Rio de Janeiro, Brazil",1,,,,The aircraft's wingtip struck the water and crashed into Rio de Janeiro Bay.,,Junkers G24,
4,3,11-12-1928,3,,0,Letzlingen,Germany,,"Letzlingen, Germany",1,Deutsche Lufthansa,D-1473,,Weather related.,,Junkers G-31,3005
1,1,20-12-1928,1,,0,Huron,Ohio,,"Huron, Ohio",1,National Air Transport,,Cleveland - Chicago,The mail plane crashed into an apple tree during a snow storm.,,Douglas M-4,
4,4,23-12-1928,4,,0,Chattanooga,Tennessee,,"Chattanooga, Tennessee",1,Interstate Airlines,,,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up enough.,,Fairchild FC-2,
3,2,31-12-1928,2,,0,Reims,France,,"Reims, France",1,CIDNA,F-AEHX,,Crashed into high ground in fog.,,Blériot Spad 66,40
1,1,05-01-1929,1,,0,Stafford Springs,Connecticut,,"Stafford Springs, Connecticut",1,Colonial Air Transport,,,,,Fairchild FC-2,
1,1,18-01-1929,1,,0,Cove,Oregon,,"Cove, Oregon",1,Varney Air Lines,,,While attempting to make an emergency landing on the Minam river the plane hit a bolder,,Stearman C-38,
9,2,25-01-1929,2,,0,Near Corfu,Greece,,"Near Corfu, Greece",1,Aeroespresso,I-AZDA,,,,CMASA Wal,053
1,1,31-01-1929,1,,0,Morgantown,West Virginia,,"Morgantown, West Virginia",1,Skyline Transportation Company,,,,,Travel Air 4000,
2,2,31-01-1929,2,,0,Off Morocco,,,Off Morocco,1,Aeropostale,,,,,Latecoere 26,
15,14,17-03-1929,14,,0,Newark,New Jersey,,"Newark, New Jersey",1,Colonial Western Airlines,NC7683,Sightseeing,The plane was making the last of a number of sightseeing flights when one of it's three engines failed. The Plane went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure.,,Ford 5-AT-B Tri Motor,4-AT-41
4,4,30-03-1929,4,,0,Near Beaumont,California,,"Near Beaumont, California",1,New Standard Airlines,NC7888,Los Angeles - Phoenix - El Paso,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred.",30-12-1899 09:18:00,Fokker F-VIIA,617
6,6,21-04-1929,6,,0,San Diego,California,,"San Diego, California",1,Maddux Airlines / Military - U.S.Army Air Force,NC9636 / 28-037,San Diego - Phoenix,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent.",,Ford 5-AT-B Tri-Motor / B-PW-9D,4-AT-010
2,2,18-05-1929,2,,0,Hungary,,,Hungary,1,MALERT,H-MABC,,,,Fokker F-III,
5,4,22-05-1929,4,,0,Algiers,,,Algiers,1,Aeropostale,F-AISX,,,,Cams 53,
5,2,10-06-1929,2,,0,Santiago de Cuba,Cuba,,"Santiago de Cuba, Cuba",1,Pan American Airways,NC9700,Santiago de Cuba - Havana,Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed.,,Fokker F-X,
2,1,14-06-1929,1,,0,Barcelona,Spain,,"Barcelona, Spain",1,Aeropostale,F-AFEJ,,,,Breguet 14,
13,7,17-06-1929,7,,0,Off Dungeness,England,,"Off Dungeness, England",1,Imperial Airways,G-EBMT,,The plane was over the English Channel when an engine failed. The pilot tried to return to the airport but the plane ditched into the English Channel. The plane was named 'City of Ottawa.',,Handley Page W-10,W10/4
8,1,24-06-1929,1,,0,St. Paul,Minnesota,,"St. Paul, Minnesota",1,Northwest Orient Airlines,NC7416,St. Paul - Minneapolis,Crashed near Indian Mounds park shortly after taking off. Triple engine failure.,,Ford 5-AT-B Tri-Motor,5-AT-002
5,5,29-06-1929,5,,0,Lake Constance,Switzerland,,"Lake Constance, Switzerland",1,Aero Lloyd,D-1620,,The aircraft crashed into lake Constance while attempting to landing.,,Domier Delphin III,151
1,1,29-06-1929,1,,0,Columbus,Ohio,,"Columbus, Ohio",1,Continental Air Lines,,,,,Travel Air 4000,
4,4,11-08-1929,4,,0,Clovis,New Mexico,,"Clovis, New Mexico",1,Middle States Airlines,NC870E,,,,Lockheed Vega,
1,1,13-08-1929,1,,0,Perpignan,France,,"Perpignan, France",1,Aeropostale,,,,,Breguet 14,
1,1,24-08-1929,1,,0,Sochi,Russia,,"Sochi, Russia",1,Ukvozduchput,CCCP-217,,,,Kalinin K-4,
5,4,24-08-1929,4,,0,Elm,Germany,,"Elm, Germany",1,Deutsche Lufthansa,D-757,,Weather related.,,Fokker FG II,1571
2,1,02-09-1929,1,,0,Needles,California,,"Needles, California",1,Associated Aviators,NR859E,,The plane crashed after going into a tail spin. The mechaniwas able to parachute to safety.,,Lockheed Vega,
8,8,03-09-1929,8,,0,Mt. Taylor,New Mexico,,"Mt. Taylor, New Mexico",1,Trans Continental Air Transport,NC9649,Albuquerque - Los Angeles,Crashed in a thunderstorm after being struck by lightning. The plane was named 'The City of San Francisco.',,Ford 5-AT-B Tri Motor,5-AT-002
5,3,06-09-1929,3,,0,Jask,Iran,,"Jask, Iran",1,Imperial Airways,G-EBMZ,"London, England - India",The mail plane caught fire after crash landing.,,de Havilland DH-66 Hercules,239
5,5,17-09-1929,5,,0,Off Larache,Morocco,,"Off Larache, Morocco",1,Aeropostale,F-AIUJ,,Crashed into the Mediterranean.,,Latecoere 25-3-R,704
2,1,17-09-1929,1,,0,Jacumba,California,,"Jacumba, California",1,Pickwick Airways,,Tijuana - Nogales,The mail plane crashed into a hillside in the desert while attempting to make an emergency landing during a storm.,,Fairchild 71,
1,1,17-09-1929,1,,0,Mt Lamentation,Connecticut,,"Mt Lamentation, Connecticut",1,Colonial Air Transport,,,The mail plane crashed into Mt. Lamentation and burst into flames.,,Pitcairn PA-6 Mailwing,
7,7,26-10-1929,7,,0,Off Spezia,Italy,,"Off Spezia, Italy",1,Imperial Airways,G-AADN,,The aircraft ditched in the ocean after encountering gale force winds. Sank while in tow. The plane was named 'City of Rome.',,Short Calcutta,5748
1,1,29-10-1929,1,,0,Mount Vernon,Ohio,,"Mount Vernon, Ohio",1,Continental Air Lines,,Cleveland - Louisville,The mail plane crashed into a grove of trees 8 miles southwest of Mount Vernon.,,Stearman C-38,
2,2,31-10-1929,2,,0,Off Bremerton,Washington,,"Off Bremerton, Washington",1,Bremerton-Seattle Air Taxi / Gorst Air Lines,,Bremerton,The air taxi crashed into Puget Sound as it attempted to take off.,,Loening C-2C,
4,4,04-11-1929,4,,0,Cerro del Carbon,Mexico,,"Cerro del Carbon, Mexico",1,Corp. Aeronautica de Transportes,NC46M,Mexico City - Juarez,The mail plane crashed in dense fog.,30-12-1899 07:00:00,Lockheed Vega 5,097
8,7,06-11-1929,7,,0,Near Godstone,Surrey,England,"Near Godstone, Surrey, England",1,Deutsche Lufthansa,D-903,Amsterdam - Croyden,Crashed in heavy rain and fog while attempting to land.,,Junkers G-24,911
3,3,15-11-1929,3,,0,Off Corsica,France,,"Off Corsica, France",1,Air Union,F-AIGB,,Crashed into the Mediterranean in fog.,,Liore et Olivier 190,1
1,1,30-11-1929,1,,0,Vancouver,Washington,,"Vancouver, Washington",1,Varney Air Lines,,,The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River.,,Stearman M-2 Speedmail,
1,1,02-12-1929,1,,0,Chagrin Falls,Ohio,,"Chagrin Falls, Ohio",1,National Air Transport,,,The mail plane crashed en route during a storm.,,Douglas M-3,
3,3,14-12-1929,3,,0,Mediterranean Sea,,,Mediterranean Sea,1,Aeropostale,F-AJDA,,,,Bernard 192,
3,2,19-12-1929,2,,0,Near Berlin,Germany,,"Near Berlin, Germany",1,Deutsche Lufthansa,D-1594,,Forced landing 40 miles from Berlin.,,Arado V1,
5,5,30-12-1929,5,,0,Amarillo,Texas,,"Amarillo, Texas",1,Trans Continental Air Transport,,,Crashed on approach onto a golf course.,,Travel Air B6000,
1,1,10-01-1930,1,,0,Brawnson,Nebraska,,"Brawnson, Nebraska",1,Boeing Air Transport,NC184E,,The airmail plane crash landed and burst into flames on a farm in fog and snow while attempting to make an emergency landing.,,Boeing 95,
3,3,13-01-1930,3,,0,Antananarivo,Madagascar,,"Antananarivo, Madagascar",1,Air Orient,F-AJJK,,,,Farman 190,
16,16,19-01-1930,16,7,0,Oceanside,California,,"Oceanside, California",1,Maddux Airlines,NC9689,"Aqua Caliente, Mexico - Los Angeles","While en route to Los Angeles, the pilot, flying a low altitude due to poor weather conditions tried to turn back. While in a left turn his left wing struck a hill, crashed and burned. Adverse weather conditions. The plane flew into a sudden squall which cause the pilot to lose control.",30-12-1899 18:23:00,Ford 5-AT-C Tri Motor,5-AT-046
2,2,25-01-1930,2,,0,Off Ceuta,Spain,,"Off Ceuta, Spain",1,Aeropostale,F-AJCL,,,,Latecoere 25,
5,5,27-01-1930,5,,0,Kansas City,Kansas,,"Kansas City, Kansas",1,Central  Airlines,,"Wichita - Kansas City, KS","While preparing to land, the plane side slipped and dived into the ground from a height of 500 ft. and caught fire. As quickly as the bodies were removed, a hastily mustered crew of pilots and mechanics from Universal Airlines  and Central Airlines, began removing all evidence of the accident, savagely fighting off reporters and photographers as they worked.",30-12-1899 17:30:00,Travel Air A6000A,963
1,1,03-02-1930,1,,0,Hartford,Connecticut,,"Hartford, Connecticut",1,Colonial Air Transport,,"Newark, NJ - Hartford, CT",While attempting to land the plane struck a building and fell into the Connecticut river.,,Pitcairn PA-6 Mailwing,
2,2,10-02-1930,2,,0,Marden,England,,"Marden, England",1,Air Union,F-FHMY,,,,Farman F-63,
4,4,18-04-1930,4,,0,Jersey City,New Jersey,,"Jersey City, New Jersey",1,Canadian Colonial Airways,,"Albany, NY - Jersey City, NJ",Crashed into power lines 150 feet above the ground in fog.,,Fairchild 71,634
4,3,10-05-1930,3,,0,Buenos Aires,,,Buenos Aires,1,Aeropostale,F-AJPD,,,,Latecoere 28,
15,1,05-06-1930,1,,0,Boston,Massachusetts,,"Boston, Massachusetts",1,Colonial Air Transport,NC9675,,Crashed into Boston Harbor after loosing the right  engine on takeoff.,,Ford Tri-Motor 5,5-AT-033
8,5,07-07-1930,5,,0,Bornholm,Denmark,,"Bornholm, Denmark",1,Deutsche Lufthansa,D-864,Stettin - Norway,"The flying boat landed in a storm in the open ocean due to engine failure. After three hours, the plane was  capsized by a large wave.",,Dornier Wal,44
5,5,10-07-1930,5,,0,Arkansas Pass,Texas,,"Arkansas Pass, Texas",1,Cross Airways,NC-394H,,"The aircraft exploded in the air at an altitude of 4,000 feet shortly after taking off. The plane was flying in an area of fog and thunderstorms.",,Lockheed Vega 5,087
11,10,22-08-1930,10,,0,Iglau,Czechoslovakia,,"Iglau, Czechoslovakia",1,Ceskoslovenske Aerolinie,OK-FOR,Prague - Brun -  Pressburg,"Crashed while the pilot attempted to make an  emergency landing in fog, during a storm.",,Ford 5-AT-C Tri Motor,5-AT-050
2,2,11-09-1930,2,,0,Croydon,England,,"Croydon, England",1,Sabena,OO-AIN,,,,Sabca F-VII,
3,3,25-09-1930,3,,0,Southesk,Saskatchewan,Canada,"Southesk, Saskatchewan, Canada",1,Western Canada Airways,,Calgary - Moosejaw,The air mail plane crashed in fog  while en route.,,,
54,48,05-10-1930,48,,0,Near Beauvais,France,,"Near Beauvais, France",1,Military - British Air Ministry,G-FAAW,"Cardington, England - Karachi, Pakistan","The airship was on its inaugural flight from Cardington, England to Karachi, (Pakistan). During a storm on the first night, it suddenly nosedived, leveled briefly, then dived again crashing and burning. Preparations had been rushed for political reasons and there had been no full-speed test flight. In the wind and rain, the outer cover split open at the front so that the two forward gasbags ruptured simultaneously. Dropping ballast raised the nose, but only because there was also dynamilift, which was promptly lost as speed was reduced, presumably to save the remaining gasbags.",30-12-1899 02:05:00,Royal Airship Works R-101,R-101
8,8,06-10-1930,8,,0,Dresden,Germany,,"Dresden, Germany",1,Deutsche Lufthansa,D-1930,Berlin - Vienna,Crashed into hill while attempting to land.,30-12-1899 09:45:00,Messerschmitt M-20B,443
4,4,12-10-1930,4,,0,La Rache,Morocco,,"La Rache, Morocco",1,Aeropostale,F-AJUU,Casablanca - Bahat - Toulouse,The french postal plane crashed into mountains.,,Latecoere 28,
3,3,28-10-1930,3,,0,Prince Rupert,BC,Canada,"Prince Rupert, BC, Canada",1,Alaska-Washington Airways,NC103W,,,,Lockheed Vega,120
6,3,30-10-1930,3,,0,Near Neufchatel,France,,"Near Neufchatel, France",1,Imperial Airways,G-EBIX,"Paris, France - London, England",Crashed into high ground in fog after losing an engine. The plane was named 'City of Washington.',,Handley Page W-8,W8-7
1,1,30-10-1930,1,,0,Brookston,Indiana,,"Brookston, Indiana",1,Embry Riddle Company,,,After developing engine trouble the pilot tried to parachute out of the plane but the parachute got caught on the plane and the pilot was dragged to his death.,,Pitcairn PA-6 Mailwing,
9,1,07-11-1930,1,,0,Off of Santos,Brazil,,"Off of Santos, Brazil",1,Syndicato Condor,P-BAHA,,Crashed into the sea.,,Junkers G-24,921
3,,18-11-1930,3,,,Techachapi Mountains,California,,"Techachapi Mountains, California",1,PacifiAir Transport,NC5340,"Burbank, CA - Oakland, CA","Crashed into a mountainside at an altitude of 4,500  feet during a snowstorm.",,Boeing 40,
6,4,09-12-1930,4,,0,Shanghai,China,,"Shanghai, China",1,China National Aviation Corporation,,Shanghai - Hankow,The lower right wing of the aircraft hit the mast of  a river boat and the plane flipped over on its back and  crashed onto a river bank. The aircraft was named 'Shanghai'.,,Loening C-W Air Yaht,
2,2,08-01-1931,2,,0,Melle,Belgium,,"Melle, Belgium",1,Sabena,OO-AIL,,,,Fokker F-VII,
1,1,22-01-1931,1,,0,Bluff Mountain,Washington,,"Bluff Mountain, Washington",1,Varney Air Lines,NC741K,Portland - Pasco,The mail plane flew into Bluff Mountain in dense fog.,,Boeing 40,
1,1,08-02-1931,1,,0,Wairoa,New Zealand,,"Wairoa, New Zealand",1,Dominion Air Lines,ZK-ACA,,,,Desoutter II,
3,2,20-02-1931,2,,0,Bagot,Manitoba,Canada,"Bagot, Manitoba, Canada",1,Western Canada Airways,,Winnigeg - Moosejaw,"The plane carrying mail, crashed into a field, turned over and burst into flames. There was heavy fog in the area of the accident.",,Fokker Universal F-14,
3,1,24-02-1931,1,,0,Off Spain,,,Off Spain,1,Aeropostale,F-AITX,,,,Latecoere 32,
8,8,21-03-1931,8,,0,New South Wales,Australia,,"New South Wales, Australia",1,Australian National Airways,VH-UMF,,Wreckage found 10/26/1958.,,Avro 10,241
8,8,31-03-1931,8,599,0,Bazaar,Kansas,,"Bazaar, Kansas",1,Trans Continental and Western Air,NC-999,Kansas City - Wichita -  Los Angeles,"Shortly after taking off from Kansas City, one of the aircraft's wing's separated in flight after penetrating a thunderstorm and experiencing strong turbulence and icing. The plane crashed into a wheat field. Wing-aileron flutter, brought about by moisture leaking into the wing's interior, weakening the glue that bonded the wooden spars. Notre Dame football coach, Knute Rockne, 43, killed.",30-12-1899 10:45:00,Fokker F10A Trimotor,1063
10,2,14-04-1931,2,,0,Near Letschen,Germany,,"Near Letschen, Germany",1,Deutsche Lufthansa,D-1928,,Fuselage failure. Four were seriously injured and both the pilot and radio operator were killed.,,Messerschmitt M-20,442
2,2,05-05-1931,2,,0,Burbank,California,,"Burbank, California",1,PacifiAir Transport,NC5390,San Diego - Los Angeles,The mail plane crashed into Las Tunas Canyon while attempting to land at  Burbank Airport in dense fog.,30-12-1899 23:30:00,Boeing 40,
1,1,22-05-1931,1,,0,Wampit,Australia,,"Wampit, Australia",1,Guiena Airways,VH-UNR,,,,Junkers W-34,
1,1,24-05-1931,1,,0,Bellefonte,Pennsylvania,,"Bellefonte, Pennsylvania",1,National Air Transport,NC397E,,Crashed into a mountain and burned in poor visibility.,30-12-1899 22:30:00,Boeing 95,
4,4,07-06-1931,4,,0,Near Sandoway,Burma,,"Near Sandoway, Burma",1,Air Orient,PH-AEO,Saigon - Karachi,Crashed into a trees and fell into a river 50 km south of Sandoway after experiencing engine trouble while attempting to land at Sandoway in poor visibility and monsoon conditions.,30-12-1899 09:00:00,Fokker F-VIIB,5096
3,2,11-06-1931,2,,0,Walbridge,Ohio,,"Walbridge, Ohio",1,Rubner Flying Service,NC857E,,A wing buckled as the plane was attempting to land and the plane crashed.,,Lockheed Vega 2,064
4,4,13-06-1931,4,,0,Saarbrucken,Germany,,"Saarbrucken, Germany",1,Deutsche Lufthansa,D-1455,Cologne - Saarbrucken,"After circling in fog for half an hour, the plane rose to about 300 ft. and nose dived into the ground and burst into flames. Engine failure.",,Dornier Merkur,177
2,2,12-07-1931,2,,0,Chicago,Illinois,,"Chicago, Illinois",1,Braniff Airlines,NC8497,Chicago - Detroit,Engine quit while taking off. The plane crashed from a height of 700 feet. The pilot tried to return to the airport  by banking to the right but did not have sufficient altitude to recover.,,Lockheed Vega,
2,2,14-07-1931,2,,0,Temora,Australia,,"Temora, Australia",1,Australian Aerial Services,VH-UGF,,,,Lasco Lascowl,
1,1,21-07-1931,1,,0,Centralia,Illinois,,"Centralia, Illinois",1,American Airways,,,,,Pitcairn PA-6 Mailwing,
7,7,24-07-1931,7,,0,Kurudjevo,Bulgaria,,"Kurudjevo, Bulgaria",1,CIDNA,,Constantinople - Budapest,The aircraft caught fire in mid air and crashed.,,Fokker F-VII,
6,6,09-08-1931,6,,0,Cincinnati,Ohio,,"Cincinnati, Ohio",1,American Airways,NC9662,,Crashed from a height of 500 feet on the banks of Little Miami River shortly after taking off.  Engine failure due to a broken hub on the right engine which led to the detachment of the motor from the aircraft.,30-12-1899 08:40:00,Ford 5-AT-C Tri Motor,5AT-029
1,1,14-09-1931,1,,0,Chicago,Illinois,,"Chicago, Illinois",1,Chicago-Detroit Airways,NC606,,Crashed in a severe rainstorm while attempting to land.,30-12-1899 20:00:00,Lockheed Vega,
4,4,16-09-1931,4,,0,Oakland,California,,"Oakland, California",1,PacifiAir Transport,NC10347,"Oakland, CA - Seattle, WA",Crashed into San Francisco Bay shortly after taking off from Oakland airport.,30-12-1899 04:00:00,Boeing 40,
3,3,06-10-1931,3,,0,Novia Scotia,Canada,,"Novia Scotia, Canada",1,Deutsche Lufthansa,D-1717,,,,Heinkel HE-2,334
3,3,14-10-1931,3,,0,Brazil,,,Brazil,1,Syndicato Condor,P-BALSA,,,,Dornier Wal,107
5,5,05-11-1931,5,,0,Camden,New Jersey,,"Camden, New Jersey",1,"NY, Phil., Washington AW",NC12221,"Newark, NJ  - Camden, NJ - Washington DC",Crashed  onto a golf course and burst into flames after circling the airport twice to land.,30-12-1899 06:48:00,Lockheed Orion 9,178
3,3,13-11-1931,3,,0,Sir Lowry's pass,South Africa,,"Sir Lowry's pass, South Africa",1,Union Airways,,,,,De Havilland DH.80,
1,1,23-11-1931,1,,0,Salt Lake City,Utah,,"Salt Lake City, Utah",1,Boeing Air Transport,NC7465,,The mail plane crashed 8 miles west of Salt Lake airport. It is believed the plane overturned while attempting to land in the dark.,,Boeing 40,
3,3,24-11-1931,3,,0,Near Tsinan,China,,"Near Tsinan, China",1,China National Aviation Corporation,,Nanking - Peiking,Crashed into Chingshan mountain range 10 miles south of Tsinan in fog.,,Stinson,
1,1,26-11-1931,1,,0,Pasco,Washington,,"Pasco, Washington",1,Varney Air Lines,NC10338,"Portland,  WA - Pasco, WA",Crashed in fog while attempting to land.,30-12-1899 22:30:00,Boeing 40,
6,2,05-12-1931,2,,0,Kewanee,Illinois,,"Kewanee, Illinois",1,Braniff Airways,NC433E,Kansas City - Chicago,Crashed attempting to land at an alternate airfield in a sleet storm. The plane struck the roof of a barn adjacent to the airfield and was destroyed. Icing.,,Lockheed Vega 5,049
7,5,06-12-1931,5,,0,Bangkok,Thailand,,"Bangkok, Thailand",1,KLM Royal Dutch Airlines,PH-AFO,,Did not gain altitude while taking off. The landing gear hit the top of a dam and the plane crashed.,,Fokker F-VIIb-3M,5226
